"id","mobility_start_month","mobility_end_month","mobility_duration","gender","gender_transformed","age","sending_city"
2832,"2014-08","2014-08",3,"Male","Male",15,"Pajusi"
2833,"2014-08","2014-08",3,"Male","Male",16,"J?geva"
2834,"2014-08","2014-08",3,"Male","Male",17,"J?geva"
2835,"2014-08","2014-08",3,"Male","Male",17,"Siimusti"
2836,"2014-08","2014-08",3,"Male","Male",19,"J?geva"
2837,"2014-08","2014-08",3,"Male","Male",20,"J?geva"
2838,"2014-08","2014-08",3,"Male","Male",22,"J?geva"
2839,"2014-08","2014-08",3,"Male","Male",23,"J?geva"
2840,"2014-08","2014-08",3,"Male","Male",24,"Sadala"
2842,"2014-08","2014-08",1,"Female","Female",19,"Tallinn"
2843,"2014-08","2014-08",1,"Female","Female",24,"Tallinn"
2845,"2014-08","2014-08",1,"Male","Male",25,"Tallinn"
2846,"2014-09","2014-09",1,"Female","Female",16,"j�hvi"
2847,"2014-09","2014-09",1,"Female","Female",16,"kloogaranna"
2848,"2014-09","2014-09",1,"Female","Female",16,"kloogaranna"
2849,"2014-09","2014-09",1,"Female","Female",17,"j�hvi"
2850,"2014-09","2014-09",1,"Female","Female",17,"kloogaranna"
2851,"2014-09","2014-09",1,"Female","Female",18,"j�hvi"
2852,"2014-09","2014-09",1,"Female","Female",18,"kloogaranna"
2853,"2014-09","2014-09",1,"Female","Female",19,"kloogaranna"
2854,"2014-09","2014-09",1,"Female","Female",19,"Tallinn"
2855,"2014-09","2014-09",1,"Female","Female",20,"kloogaranna"
2856,"2014-09","2014-09",1,"Female","Female",20,"Tallinn"
2857,"2014-09","2014-09",1,"Female","Female",20,"Tallinn"
2858,"2014-09","2014-09",1,"Female","Female",21,"kloogaranna"
2859,"2014-09","2014-09",1,"Female","Female",23,"TALLINN"
2860,"2014-09","2014-09",1,"Female","Female",24,"kloogaranna"
2861,"2014-09","2014-09",1,"Female","Female",24,"Tallinn"
2862,"2014-09","2014-09",1,"Female","Female",24,"Tallinn"
2867,"2014-09","2014-09",1,"Male","Male",16,"kloogaranna"
2868,"2014-09","2014-09",1,"Male","Male",17,"kloogaranna"
2869,"2014-09","2014-09",1,"Male","Male",18,"kloogaranna"
2870,"2014-09","2014-09",1,"Male","Male",19,"kloogaranna"
2871,"2014-09","2014-09",1,"Male","Male",19,"kloogaranna"
2872,"2014-09","2014-09",1,"Male","Male",22,"kloogaranna"
2875,"2014-10","2014-10",1,"Female","Female",21,"viljandi"
2876,"2014-10","2014-10",1,"Female","Female",24,"Tallinn"
2877,"2014-10","2014-10",1,"Female","Female",25,"Tallinn"
2888,"2014-12","2014-12",1,"Female","Female",13,"Tallinn"
2889,"2014-12","2014-12",1,"Female","Female",14,"j�rvakandi"
2890,"2014-12","2014-12",1,"Female","Female",14,"r�uge"
2891,"2014-12","2014-12",1,"Female","Female",14,"Tallinn"
2892,"2014-12","2014-12",1,"Female","Female",15,"Kuressaare"
2893,"2014-12","2014-12",1,"Female","Female",15,"Roosna-Alliku"
2894,"2014-12","2014-12",1,"Female","Female",15,"Tallinn"
2895,"2014-12","2014-12",1,"Female","Female",15,"v�ru"
2896,"2014-12","2014-12",1,"Female","Female",15,"Valga"
2897,"2014-12","2014-12",1,"Female","Female",16,"P�ltsamaa"
2898,"2014-12","2014-12",1,"Female","Female",16,"p�rnu"
2899,"2014-12","2014-12",1,"Female","Female",16,"R�pina"
2900,"2014-12","2014-12",1,"Female","Female",16,"Rapla"
2901,"2014-12","2014-12",1,"Female","Female",16,"Tallinn"
2902,"2014-12","2014-12",1,"Female","Female",16,"Tallinn"
2903,"2014-12","2014-12",1,"Female","Female",16,"Tartu"
2904,"2014-12","2014-12",1,"Female","Female",16,"viljandi"
2905,"2014-12","2014-12",1,"Female","Female",17,"J�geva"
2906,"2014-12","2014-12",1,"Female","Female",17,"Lihula"
2907,"2014-12","2014-12",1,"Female","Female",17,"narva"
2908,"2014-12","2014-12",1,"Female","Female",17,"paide"
2909,"2014-12","2014-12",1,"Female","Female",17,"TALLINN"
2910,"2014-12","2014-12",1,"Female","Female",17,"Tallinn"
2911,"2014-12","2014-12",1,"Female","Female",17,"Tartu"
2912,"2014-12","2014-12",1,"Female","Female",18,"j�geva"
2913,"2014-12","2014-12",1,"Female","Female",18,"Narva"
2914,"2014-12","2014-12",1,"Female","Female",18,"P�rnu"
2915,"2014-12","2014-12",1,"Female","Female",18,"Paide"
2916,"2014-12","2014-12",1,"Female","Female",18,"Tallinn"
2917,"2014-12","2014-12",1,"Female","Female",18,"Tallinn"
2918,"2014-12","2014-12",1,"Female","Female",18,"Tartu"
2919,"2014-12","2014-12",1,"Female","Female",19,"kivi�li"
2920,"2014-12","2014-12",1,"Female","Female",19,"Tallinn"
2921,"2014-12","2014-12",1,"Female","Female",19,"Tallinn"
2922,"2014-12","2014-12",1,"Female","Female",19,"Tartu"
2923,"2014-12","2014-12",1,"Female","Female",20,"Narva"
2924,"2014-12","2014-12",1,"Female","Female",20,"Tallinn"
2925,"2014-12","2014-12",1,"Female","Female",21,"Tallinn"
2926,"2014-12","2014-12",1,"Female","Female",21,"Tartu"
2927,"2014-12","2014-12",1,"Female","Female",21,"Tsigurliina"
2928,"2014-12","2014-12",1,"Female","Female",22,"Tallinn"
2929,"2014-12","2014-12",1,"Female","Female",22,"viljandi"
2930,"2014-12","2014-12",1,"Female","Female",23,"TALLINN"
2931,"2014-12","2014-12",1,"Female","Female",24,"Tallinn"
2932,"2014-12","2014-12",1,"Female","Female",25,"Tallinn"
2933,"2014-12","2014-12",1,"Female","Female",25,"v�ru"
2939,"2014-12","2014-12",1,"Female","Female",14,"Viljandi"
2940,"2014-12","2014-12",1,"Female","Female",18,"Tallinn"
2941,"2014-12","2014-12",1,"Male","Male",14,"Sangaste"
2942,"2014-12","2014-12",1,"Male","Male",14,"Tallinn"
2943,"2014-12","2014-12",1,"Male","Male",15,"K�rdla"
2944,"2014-12","2014-12",1,"Male","Male",15,"Rapla"
2945,"2014-12","2014-12",1,"Male","Male",15,"Tallinn"
2946,"2014-12","2014-12",1,"Male","Male",16,"koeru"
2947,"2014-12","2014-12",1,"Male","Male",16,"p�rnu"
2948,"2014-12","2014-12",1,"Male","Male",16,"Tallinn"
2949,"2014-12","2014-12",1,"Male","Male",17,"R�pina"
2950,"2014-12","2014-12",1,"Male","Male",17,"Tallinn"
2951,"2014-12","2014-12",1,"Male","Male",17,"Tartu"
2952,"2014-12","2014-12",1,"Male","Male",17,"Valga"
2953,"2014-12","2014-12",1,"Male","Male",18,"haapsalu"
2954,"2014-12","2014-12",1,"Male","Male",18,"Lihula"
2955,"2014-12","2014-12",1,"Male","Male",18,"P�rnu"
2956,"2014-12","2014-12",1,"Male","Male",18,"paide"
2957,"2014-12","2014-12",1,"Male","Male",18,"Tallinn"
2958,"2014-12","2014-12",1,"Male","Male",18,"Tallinn"
2959,"2014-12","2014-12",1,"Male","Male",18,"Tartu"
2960,"2014-12","2014-12",1,"Male","Male",19,"TALLINN"
2961,"2014-12","2014-12",1,"Male","Male",19,"Tallinn"
2962,"2014-12","2014-12",1,"Male","Male",20,"Tallinn"
2963,"2014-12","2014-12",1,"Male","Male",21,"TALLINN"
2964,"2014-12","2014-12",1,"Male","Male",23,"Tartu"
2965,"2014-12","2014-12",1,"Male","Male",25,"TALLINN"
2966,"2014-12","2014-12",1,"Male","Male",25,"Tallinn"
2977,"2014-12","2014-12",1,"Male","Male",15,"viljandi"
2978,"2014-12","2014-12",1,"Female","Female",24,"Tallinn"
3342,"2014-11","2014-11",1,"Female","Female",22,"Tallinn"
3343,"2014-11","2014-11",1,"Female","Female",23,"Tallinn"
3344,"2014-11","2014-11",1,"Male","Male",24,"Tallinn"
3345,"2014-11","2014-11",1,"Female","Female",21,"Tallinn"
3346,"2014-11","2014-11",1,"Female","Female",23,"Tallinn"
3349,"2014-11","2014-11",1,"Male","Male",24,"Tallinn"
3350,"2014-11","2014-11",1,"Female","Female",23,"Tallinn"
3354,"2014-11","2014-11",1,"Female","Female",21,"Tallinn"
3355,"2014-11","2014-11",1,"Male","Male",22,"Tallinn"
3356,"2014-11","2014-11",1,"Male","Male",25,"Tallinn"
3357,"2014-11","2014-11",1,"Female","Female",25,"Tallinn"
3359,"2014-11","2014-11",1,"Female","Female",18,"Tallinn"
3360,"2014-11","2014-11",1,"Female","Female",20,"Tallinn"
3361,"2014-11","2014-11",1,"Female","Female",21,"Tallinn"
3363,"2014-11","2014-11",1,"Male","Male",21,"Tallinn"
3364,"2014-11","2014-11",1,"Male","Male",22,"Tallinn"
3365,"2014-11","2014-11",1,"Male","Male",24,"Tallinn"
3369,"2014-11","2014-11",1,"Female","Female",24,"Tallinn"
3370,"2014-11","2014-11",1,"Female","Female",21,"Tallinn"
3372,"2014-11","2014-11",1,"Female","Female",17,"Tallinn"
3373,"2014-11","2014-11",1,"Female","Female",17,"Tallinn"
3374,"2014-11","2014-11",1,"Female","Female",20,"Tallinn"
3375,"2014-11","2014-11",1,"Female","Female",19,"Tallinn"
3376,"2014-11","2014-11",1,"Female","Female",21,"Tallinn"
3378,"2014-11","2014-11",1,"Female","Female",24,"Tallinn"
3379,"2014-11","2014-11",1,"Male","Male",21,"Tallinn"
3380,"2014-11","2014-11",1,"Male","Male",23,"Tallinn"
3381,"2014-11","2014-11",3,"Female","Female",23,"Tallinn"
3384,"2014-11","2014-11",3,"Male","Male",25,"Tallinn"
3385,"2014-11","2014-11",3,"Female","Female",25,"Tallinn"
3386,"2014-11","2014-11",3,"Female","Female",20,"Tallinn"
3387,"2014-11","2014-11",3,"Female","Female",24,"Tallinn"
3391,"2014-11","2014-11",3,"Male","Male",21,"Tallinn"
3392,"2014-11","2014-11",3,"Male","Male",24,"Tallinn"
3394,"2014-11","2014-11",3,"Female","Female",17,"Tallinn"
3395,"2014-11","2014-11",3,"Female","Female",20,"Tallinn"
3396,"2014-11","2014-11",3,"Female","Female",19,"Tallinn"
3397,"2014-11","2014-11",3,"Female","Female",24,"Tallinn"
3398,"2014-11","2014-11",4,"Female","Female",21,"Tallinn"
3400,"2014-11","2014-11",4,"Female","Female",23,"Tallinn"
3405,"2014-12","2014-12",1,"Female","Female",21,"Tallinn"
3407,"2014-12","2014-12",1,"Female","Female",16,"Tallinn"
3408,"2014-12","2014-12",1,"Female","Female",21,"Tallinn"
3409,"2014-12","2014-12",1,"Female","Female",23,"Tallinn"
3410,"2014-12","2014-12",1,"Female","Female",24,"Tallinn"
3411,"2014-12","2014-12",1,"Female","Female",25,"Tallinn"
3418,"2014-12","2014-12",1,"Female","Female",21,"Tallinn"
3419,"2014-12","2014-12",1,"Male","Male",22,"Tallinn"
3420,"2014-12","2014-12",1,"Male","Male",25,"Tallinn"
3424,"2014-12","2014-12",1,"Male","Male",25,"Tallinn"
3426,"2014-12","2014-12",1,"Female","Female",21,"Tallinn"
3427,"2014-12","2014-12",1,"Female","Female",22,"Tallinn"
3428,"2014-12","2014-12",1,"Female","Female",24,"Tallinn"
3430,"2014-12","2014-12",1,"Male","Male",22,"Tallinn"
3432,"2014-12","2014-12",1,"Male","Male",20,"Tallinn"
3434,"2014-12","2014-12",1,"Female","Female",24,"Tallinn"
3436,"2014-12","2014-12",1,"Male","Male",24,"Tallinn"
3437,"2014-12","2014-12",1,"Male","Male",22,"Tallinn"
3542,"2014-10","2014-10",3,"Male","Male",23,"Vienna"
3543,"2014-10","2014-10",3,"Female","Female",21,"Sofia"
3545,"2014-10","2014-10",3,"Female","Female",19,"Prague"
3546,"2014-10","2014-10",3,"Female","Female",22,"Athens"
3547,"2014-10","2014-10",3,"Female","Female",22,"Madrid"
3549,"2014-10","2014-10",3,"Male","Male",23,"Rome"
3550,"2014-10","2014-10",3,"Male","Male",24,"Komárom"
3551,"2014-10","2014-10",4,"Male","Male",19,"Athens"
3552,"2014-10","2014-10",4,"Female","Female",21,"Athens"
3553,"2014-10","2014-10",4,"Female","Female",24,"Athens"
3554,"2014-10","2014-10",4,"Male","Male",25,"Freiburg"
3555,"2014-10","2014-10",4,"Female","Female",21,"Berlin"
3556,"2014-10","2014-10",4,"Male","Male",23,"Casablanca"
3558,"2014-10","2014-10",4,"Female","Female",21,"Amsterdam"
3559,"2014-10","2014-10",4,"Female","Female",19,"Mannheim"
3560,"2014-10","2014-10",4,"Female","Female",18,"Thessaloniki"
3561,"2014-10","2014-10",4,"Female","Female",19,"Thessaloniki"
3562,"2014-10","2014-10",4,"Female","Female",20,"Heraklion"
3563,"2014-10","2014-10",4,"Female","Female",20,"Thessaloniki"
3564,"2014-10","2014-10",4,"Female","Female",22,"Athens"
3565,"2014-10","2014-10",4,"Female","Female",23,"Athens"
3566,"2014-10","2014-10",4,"Female","Female",23,"Heraklion"
3567,"2014-10","2014-10",4,"Female","Female",25,"Heraklion"
3574,"2014-10","2014-10",4,"Male","Male",19,"Athens"
3575,"2014-10","2014-10",4,"Male","Male",20,"Athens"
3576,"2014-10","2014-10",4,"Male","Male",20,"Heraklion"
3577,"2014-10","2014-10",4,"Male","Male",21,"Thessaloniki"
3578,"2014-10","2014-10",4,"Male","Male",22,"Athens"
3580,"2014-10","2014-10",4,"Male","Male",24,"Madrid"
3583,"2014-10","2014-10",4,"Female","Female",22,"Tel Aviv"
3584,"2014-10","2014-10",4,"Female","Female",22,"Edinburgh"
3585,"2014-10","2014-10",4,"Female","Female",19,"Helsinki"
3586,"2014-10","2014-10",4,"Female","Female",18,"Amsterdam"
3589,"2014-10","2014-10",4,"Female","Female",24,"Bratislava"
3590,"2014-10","2014-10",4,"Male","Male",22,"Bratislava"
3591,"2014-10","2014-10",5,"Female","Female",18,"Tirana"
3592,"2014-10","2014-10",5,"Female","Female",22,"Bologna"
3594,"2014-10","2014-10",5,"Female","Female",22,"Frankfurt"
3599,"2014-10","2014-10",5,"Male","Male",24,"Aalborg"
3600,"2014-10","2014-10",5,"Female","Female",20,"Athens"
3601,"2014-10","2014-10",5,"Female","Female",21,"Athens"
3602,"2014-10","2014-10",5,"Female","Female",21,"Thessaloniki"
3603,"2014-10","2014-10",5,"Female","Female",22,"Athens"
3604,"2014-10","2014-10",5,"Female","Female",23,"Athens"
3607,"2014-10","2014-10",5,"Male","Male",18,"Athens"
3608,"2014-10","2014-10",5,"Male","Male",19,"Athens"
3611,"2014-10","2014-10",5,"Female","Female",25,"Cagliari"
3612,"2014-10","2014-10",5,"Male","Male",22,"Brussels"
3613,"2014-10","2014-10",5,"Male","Male",23,"Rome"
3615,"2014-10","2014-10",5,"Male","Male",25,"Vilnius"
3619,"2014-10","2014-10",5,"Male","Male",25,"Billund"
3621,"2014-10","2014-10",5,"Female","Female",22,"Vienna"
3622,"2014-10","2014-10",5,"Male","Male",25,"Vrutky"
3623,"2014-10","2014-10",5,"Female","Female",23,"Istanbul"
3694,"2014-09","2014-09",1,"Female","Female",19,"Vitoria-Gasteiz"
3695,"2014-09","2014-09",1,"Female","Female",21,"Vitoria-Gasteiz"
3696,"2014-09","2014-09",1,"Female","Female",25,"Bilbao"
3697,"2014-09","2014-09",1,"Female","Female",25,"Bilbao"
3713,"2014-09","2014-09",1,"Male","Male",24,"Vitoria-Gasteiz"
3722,"2014-10","2014-10",1,"Female","Female",13,"Vitoria-Gasteiz"
3723,"2014-10","2014-10",1,"Female","Female",14,"Vitoria-Gasteiz"
3724,"2014-10","2014-10",1,"Female","Female",19,"Vitoria-Gasteiz"
3725,"2014-10","2014-10",1,"Female","Female",20,"Vitoria-Gasteiz"
3726,"2014-10","2014-10",1,"Female","Female",21,"Vitoria-Gasteiz"
3727,"2014-10","2014-10",1,"Female","Female",22,"Vitoria-Gasteiz"
3728,"2014-10","2014-10",1,"Female","Female",23,"Vitoria-Gasteiz"
3729,"2014-10","2014-10",1,"Female","Female",24,"Vitoria-Gasteiz"
3730,"2014-10","2014-10",1,"Female","Female",25,"Bilbao"
3731,"2014-10","2014-10",1,"Female","Female",25,"Tarragona"
3761,"2014-10","2014-10",1,"Male","Male",20,"Donostia"
3762,"2014-10","2014-10",1,"Male","Male",20,"Vitoria-Gasteiz"
3763,"2014-10","2014-10",1,"Male","Male",21,"Vitoria-Gasteiz"
3764,"2014-10","2014-10",1,"Male","Male",22,"Vitoria-Gasteiz"
3765,"2014-10","2014-10",1,"Male","Male",24,"Tolosa"
3766,"2014-10","2014-10",1,"Male","Male",24,"Vitoria-Gasteiz"
3767,"2014-10","2014-10",1,"Male","Male",25,"Vitoria-Gasteiz"
3791,"2014-10","2014-10",1,"Female","Female",23,"Vitoria-Gasteiz"
3793,"2014-11","2014-11",1,"Female","Female",14,"Vitoria-Gasteiz"
3794,"2014-11","2014-11",1,"Female","Female",17,"Vitoria-Gasteiz"
3795,"2014-11","2014-11",1,"Female","Female",20,"Vitoria-Gasteiz"
3796,"2014-11","2014-11",1,"Female","Female",21,"Vitoria-Gasteiz"
3797,"2014-11","2014-11",1,"Female","Female",24,"Vitoria-Gasteiz"
3798,"2014-11","2014-11",1,"Female","Female",25,"Bilbao"
3805,"2014-11","2014-11",1,"Male","Male",19,"Vitoria-Gasteiz"
3806,"2014-11","2014-11",1,"Male","Male",21,"Vitoria-Gasteiz"
3807,"2014-11","2014-11",1,"Male","Male",24,"Vitoria-Gasteiz"
3816,"2014-12","2014-12",1,"Female","Female",18,"Vitoria-Gasteiz"
3817,"2014-12","2014-12",1,"Female","Female",25,"Bilbao"
3825,"2014-12","2014-12",1,"Male","Male",17,"Alegr?a-Dulantzi"
3927,"2014-11","2014-11",3,"Female","Female",19,"M�rida"
3928,"2014-11","2014-11",3,"Female","Female",21,"Almendralejo"
3929,"2014-11","2014-11",3,"Female","Female",21,"Madrid"
3930,"2014-11","2014-11",3,"Female","Female",23,"Almendralejo"
3931,"2014-11","2014-11",3,"Female","Female",23,"Zafra"
3932,"2014-11","2014-11",3,"Female","Female",25,"Almendralejo"
3933,"2014-11","2014-11",3,"Female","Female",25,"Guare�a"
3938,"2014-11","2014-11",3,"Male","Male",19,"Talavera la Real"
3939,"2014-11","2014-11",3,"Male","Male",22,"M�rida"
3940,"2014-11","2014-11",3,"Male","Male",24,"M�rida"
3941,"2014-11","2014-11",3,"Male","Male",24,"Solana de Caba�as"
3942,"2014-11","2014-11",3,"Male","Male",25,"Puebla del Prior"
3950,"2014-11","2014-11",3,"Female","Female",18,"Kajaani"
3951,"2014-11","2014-11",3,"Female","Female",21,"Kajaani"
3954,"2014-11","2014-11",3,"Male","Male",18,"Kajaani"
3955,"2014-11","2014-11",3,"Male","Male",19,"Kajaani"
3957,"2014-11","2014-11",4,"Female","Female",23,"Madrid"
3958,"2014-11","2014-11",4,"Male","Male",22,"C�ceres"
3960,"2014-12","2014-12",2,"Male","Male",20,"M�rida"
3961,"2014-12","2014-12",3,"Female","Female",23,"DRESDEN"
3967,"2014-12","2014-12",3,"Female","Female",19,"Medina de las Torres"
3968,"2014-12","2014-12",3,"Female","Female",20,"Almendralejo"
3969,"2014-12","2014-12",3,"Female","Female",20,"Medina de las Torres"
3970,"2014-12","2014-12",3,"Female","Female",21,"Almendralejo"
3971,"2014-12","2014-12",3,"Female","Female",21,"Sevilla"
3972,"2014-12","2014-12",3,"Female","Female",22,"C�ceres"
3973,"2014-12","2014-12",3,"Female","Female",23,"Zafra"
3974,"2014-12","2014-12",3,"Female","Female",24,"Talavera la Real"
3978,"2014-12","2014-12",3,"Male","Male",17,"Medina de las Torres"
3979,"2014-12","2014-12",3,"Male","Male",18,"Badajoz"
3980,"2014-12","2014-12",3,"Male","Male",18,"Medina de las Torres"
3981,"2014-12","2014-12",3,"Male","Male",18,"Talavera la Real"
3982,"2014-12","2014-12",3,"Male","Male",21,"C�ceres"
3983,"2014-12","2014-12",3,"Male","Male",24,"Puebla de Obando"
3984,"2014-12","2014-12",3,"Male","Male",25,"C�ceres"
3992,"2014-12","2014-12",3,"Female","Female",18,"C�ceres"
3993,"2014-12","2014-12",4,"Male","Male",18,"C�ceres"
4029,"2014-11","2014-11",1,"Female","Female",15,"Mislata"
4030,"2014-11","2014-11",1,"Female","Female",16,"Mislata"
4031,"2014-11","2014-11",1,"Female","Female",17,"Mislata"
4032,"2014-11","2014-11",1,"Female","Female",19,"Mislata"
4033,"2014-11","2014-11",1,"Female","Female",20,"Mislata"
4034,"2014-11","2014-11",1,"Female","Female",22,"Mislata"
4035,"2014-11","2014-11",1,"Female","Female",23,"Mislata"
4043,"2014-11","2014-11",1,"Male","Male",14,"Mislata"
4044,"2014-11","2014-11",1,"Male","Male",15,"Mislata"
4045,"2014-11","2014-11",1,"Male","Male",16,"Mislata"
4046,"2014-11","2014-11",1,"Male","Male",19,"Mislata"
4047,"2014-11","2014-11",1,"Male","Male",22,"Mislata"
4048,"2014-11","2014-11",1,"Male","Male",23,"Mislata"
4054,"2014-12","2014-12",1,"Female","Female",13,"Mislata"
4055,"2014-12","2014-12",1,"Female","Female",14,"Mislata"
4056,"2014-12","2014-12",1,"Female","Female",15,"Mislata"
4057,"2014-12","2014-12",1,"Female","Female",18,"Mislata"
4058,"2014-12","2014-12",1,"Female","Female",19,"Mislata"
4059,"2014-12","2014-12",1,"Female","Female",20,"Mislata"
4060,"2014-12","2014-12",1,"Female","Female",21,"Mislata"
4061,"2014-12","2014-12",1,"Female","Female",22,"Mislata"
4062,"2014-12","2014-12",1,"Female","Female",23,"Mislata"
4063,"2014-12","2014-12",1,"Female","Female",25,"Mislata"
4072,"2014-12","2014-12",1,"Male","Male",13,"Mislata"
4073,"2014-12","2014-12",1,"Male","Male",14,"Mislata"
4074,"2014-12","2014-12",1,"Male","Male",17,"Mislata"
4075,"2014-12","2014-12",1,"Male","Male",19,"Mislata"
4076,"2014-12","2014-12",1,"Male","Male",23,"Mislata"
4077,"2014-12","2014-12",1,"Male","Male",24,"Mislata"
4154,"2014-09","2014-09",2,"Male","Male",20,"Le�n"
4155,"2014-09","2014-09",2,"Female","Female",16,"Villamuriel de Cerrato (Palencia)"
4156,"2014-09","2014-09",2,"Female","Female",17,"Villamuriel de Cerrato (Palencia)"
4157,"2014-09","2014-09",2,"Female","Female",20,"Le�n"
4158,"2014-09","2014-09",2,"Female","Female",21,"Valladolid"
4159,"2014-09","2014-09",2,"Female","Female",23,"Le�n"
4169,"2014-11","2014-11",2,"Male","Male",21,"Le�n"
4170,"2014-11","2014-11",2,"Female","Female",16,"Villamuriel de Cerrato (Palencia)"
4171,"2014-11","2014-11",2,"Female","Female",18,"Villamuriel de Cerrato (Palencia)"
4172,"2014-11","2014-11",2,"Female","Female",20,"Le�n"
4173,"2014-11","2014-11",2,"Female","Female",21,"Valladolid"
4174,"2014-11","2014-11",2,"Female","Female",23,"Le�n"
4469,"2014-09","2014-09",1,"Female","Female",18,"Nancy"
4470,"2014-09","2014-09",1,"Female","Female",22,"Nancy"
4471,"2014-09","2014-09",1,"Female","Female",23,"Metz"
4472,"2014-09","2014-09",1,"Female","Female",24,"Epinal"
4473,"2014-09","2014-09",1,"Female","Female",24,"Nancy"
4474,"2014-09","2014-09",1,"Female","Female",25,"Metz"
4481,"2014-09","2014-09",1,"Male","Male",23,"Nancy"
4482,"2014-09","2014-09",1,"Male","Male",24,"Bar le Duc"
4496,"2014-10","2014-10",1,"Female","Female",19,"Nancy"
4497,"2014-10","2014-10",1,"Female","Female",22,"Nancy"
4498,"2014-10","2014-10",1,"Female","Female",23,"Nancy"
4499,"2014-10","2014-10",1,"Female","Female",24,"Metz"
4500,"2014-10","2014-10",1,"Female","Female",24,"Nancy"
4504,"2014-10","2014-10",1,"Male","Male",18,"Metz"
4505,"2014-10","2014-10",1,"Male","Male",23,"Nancy"
4506,"2014-10","2014-10",1,"Male","Male",25,"Forbach"
4507,"2014-10","2014-10",1,"Male","Male",25,"Metz"
4516,"2014-11","2014-11",1,"Female","Female",18,"Metz"
4517,"2014-11","2014-11",1,"Female","Female",21,"Nancy"
4518,"2014-11","2014-11",1,"Female","Female",22,"Nancy"
4519,"2014-11","2014-11",1,"Female","Female",23,"Metz"
4520,"2014-11","2014-11",1,"Female","Female",24,"Metz"
4521,"2014-11","2014-11",1,"Female","Female",25,"Nancy"
4526,"2014-11","2014-11",1,"Male","Male",18,"Metz"
4527,"2014-11","2014-11",1,"Male","Male",22,"Nancy"
4528,"2014-11","2014-11",1,"Male","Male",23,"Nancy"
4529,"2014-11","2014-11",1,"Male","Male",24,"Metz"
4530,"2014-11","2014-11",1,"Male","Male",24,"Thionville"
4531,"2014-11","2014-11",1,"Male","Male",25,"Forbach"
4532,"2014-11","2014-11",1,"Male","Male",25,"Metz"
4540,"2014-12","2014-12",1,"Female","Female",22,"Metz"
4541,"2014-12","2014-12",1,"Male","Male",19,"Marly"
4542,"2014-12","2014-12",1,"Female","Female",16,"Longuyon"
4543,"2014-12","2014-12",1,"Female","Female",17,"Metz"
4544,"2014-12","2014-12",1,"Female","Female",17,"Nancy"
4545,"2014-12","2014-12",1,"Female","Female",18,"Lun�ville"
4546,"2014-12","2014-12",1,"Female","Female",18,"Metz"
4547,"2014-12","2014-12",1,"Female","Female",18,"Nancy"
4548,"2014-12","2014-12",1,"Female","Female",19,"Fameck"
4549,"2014-12","2014-12",1,"Female","Female",19,"Metz"
4550,"2014-12","2014-12",1,"Female","Female",19,"Nancy"
4551,"2014-12","2014-12",1,"Female","Female",19,"Saint Mihiel"
4552,"2014-12","2014-12",1,"Female","Female",19,"Thionville"
4553,"2014-12","2014-12",1,"Female","Female",20,"Arnaville"
4554,"2014-12","2014-12",1,"Female","Female",20,"Metz"
4555,"2014-12","2014-12",1,"Female","Female",20,"Nancy"
4556,"2014-12","2014-12",1,"Female","Female",20,"Villerupt"
4557,"2014-12","2014-12",1,"Female","Female",21,"Fameck"
4558,"2014-12","2014-12",1,"Female","Female",21,"Metz"
4559,"2014-12","2014-12",1,"Female","Female",21,"Nancy"
4560,"2014-12","2014-12",1,"Female","Female",22,"Nancy"
4561,"2014-12","2014-12",1,"Female","Female",22,"Saint Mihiel"
4562,"2014-12","2014-12",1,"Female","Female",23,"Metz"
4563,"2014-12","2014-12",1,"Female","Female",23,"Nancy"
4564,"2014-12","2014-12",1,"Female","Female",23,"Saint Mihiel"
4565,"2014-12","2014-12",1,"Female","Female",23,"Thionville"
4566,"2014-12","2014-12",1,"Female","Female",24,"Epinal"
4567,"2014-12","2014-12",1,"Female","Female",24,"Marseille"
4568,"2014-12","2014-12",1,"Female","Female",24,"Metz"
4569,"2014-12","2014-12",1,"Female","Female",24,"Nancy"
4570,"2014-12","2014-12",1,"Female","Female",24,"Pexx"
4571,"2014-12","2014-12",1,"Female","Female",24,"Pomm�rieux"
4572,"2014-12","2014-12",1,"Female","Female",24,"Verdun"
4573,"2014-12","2014-12",1,"Female","Female",25,"Bar le Duc"
4574,"2014-12","2014-12",1,"Female","Female",25,"Corny sur Moselle"
4575,"2014-12","2014-12",1,"Female","Female",25,"Freyming Merlebach"
4576,"2014-12","2014-12",1,"Female","Female",25,"Lun�ville"
4577,"2014-12","2014-12",1,"Female","Female",25,"Metz"
4578,"2014-12","2014-12",1,"Female","Female",25,"Nancy"
4579,"2014-12","2014-12",1,"Female","Female",25,"Saint Avold"
4580,"2014-12","2014-12",1,"Female","Female",25,"Thionville"
4608,"2014-12","2014-12",1,"Female","Female",22,"Nancy"
4609,"2014-12","2014-12",1,"Male","Male",16,"Silvange"
4610,"2014-12","2014-12",1,"Male","Male",17,"Metz"
4611,"2014-12","2014-12",1,"Male","Male",17,"Woippy"
4612,"2014-12","2014-12",1,"Male","Male",18,"Gerardmer"
4613,"2014-12","2014-12",1,"Male","Male",18,"Metz"
4614,"2014-12","2014-12",1,"Male","Male",19,"Forbach"
4615,"2014-12","2014-12",1,"Male","Male",19,"Metz"
4616,"2014-12","2014-12",1,"Male","Male",19,"Nancy"
